"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","v_CA16_2397: Median total income of households in 2015 ($)","v_CA16_2405: Total - Household total income groups in 2015 for private households - 100% data","v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2409: $15,000 to $19,999","v_CA16_2410: $20,000 to $24,999","v_CA16_2411: $25,000 to $29,999","v_CA16_2412: $30,000 to $34,999","v_CA16_2413: $35,000 to $39,999","v_CA16_2414: $40,000 to $44,999","v_CA16_2415: $45,000 to $49,999","v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999","v_CA16_2421: $100,000 and over","v_CA16_4895: Median value of dwellings ($)","v_CA16_4900: Median monthly shelter costs for rented dwellings ($)","v_CA16_4892: % of owner households spending 30% or more of its income on shelter costs","v_CA16_4899: % of tenant households spending 30% or more of its income on shelter costs","v_CA16_4893: Median monthly shelter costs for owned dwellings ($)","v_CA16_4862: Total - Occupied private dwellings by period of construction - 25% sample data","v_CA16_4863: 1960 or before","v_CA16_3957: Total visible minority population","v_CA16_3954: Total - Visible minority for the population in private households - 25% sample data","v_CA16_5105: Postsecondary certificate, diploma or degree","v_CA16_4838: Renter","v_CA16_4837: Owner","v_CA16_4836: Total - Private households by tenure - 25% sample data","v_CA16_5096: Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","v_CA16_6692: Total - Mobility status 1 year ago - 25% sample data","v_CA16_6698: Movers","v_CA16_6704: Migrants","v_CA16_6707: Internal migrants","v_CA16_6710: Intraprovincial migrants","v_CA16_6713: Interprovincial migrants","v_CA16_6716: External migrants"
"438","9330403.06","CT","Katzie 1",0.4239,262,83,67,"59933","59","5915830","5915",35456,65,5,0,5,10,5,5,0,5,0,0,10,5,10,0,5,5,0,0,0,0,0,65,0,0,260,50,15,50,65,145,255,20,10,0,10,0,0
"439","9330403.07","CT","Maple Ridge",3.91256,5288,2004,1967,"59933","59","5915075","5915",86080,1970,15,20,35,45,70,45,60,85,55,65,125,140,140,140,125,805,501213,950,20.6,34.6,1530,1965,330,680,5265,1630,390,1575,1970,3085,5215,530,290,290,285,0,0
"440","9330404.01","CT","Maple Ridge",35.63382,6612,2328,2227,"59933","59","5915075","5915",98487,2230,30,25,35,40,45,45,60,55,50,80,115,140,130,130,155,1090,699910,1293,19.8,29.9,1594,2230,250,785,6485,2150,330,1895,2225,3620,6455,980,440,375,295,80,65
"441","9330404.02","CT","Maple Ridge",164.19709,6714,2271,2150,"59933","59","5915075","5915",118848,2150,35,10,20,30,20,25,40,50,30,45,85,100,120,115,125,1310,799631,1206,20.6,17.9,2192,2150,115,975,6670,2570,140,2005,2150,3830,6555,1030,575,540,435,105,35
"442","9330410.02","CT","Pitt Meadows",26.88619,7327,3036,2985,"59933","59","5915070","5915",77488,2985,25,25,45,95,115,100,130,95,115,110,255,240,195,205,205,1030,400304,963,14.7,35.1,1345,2995,100,1625,7265,2450,740,2255,2995,4135,7210,1030,655,610,580,25,50
"443","9330410.04","CT","Pitt Meadows",64.70741,1385,620,587,"59933","59","5915070","5915",77248,585,10,5,10,20,10,20,15,25,15,25,55,45,40,50,40,200,650597,1312,22.1,29.4,852,595,70,355,1370,380,175,420,595,715,1365,185,130,110,105,0,20
"444","9330410.05","CT","Pitt Meadows",1.67128,5157,2068,2009,"59933","59","5915070","5915",82176,2010,15,15,30,70,80,60,75,85,75,70,130,140,125,125,130,775,600803,1100,16.6,34.9,1459,2005,55,780,5145,1720,530,1475,2005,2955,5075,710,530,500,480,15,35
"445","9330410.06","CT","Pitt Meadows",2.72199,4704,1632,1613,"59933","59","5915070","5915",114592,1615,15,0,10,15,20,25,10,35,30,30,80,80,95,95,105,960,699121,1540,14,38.2,1815,1605,25,725,4650,1820,170,1430,1605,2635,4580,560,445,415,410,0,25
"446","9330500.01","CT","Matsqui 4",0.28012,471,286,285,"59933","59","5915825","5915",42816,285,0,0,5,15,35,20,30,20,20,25,30,25,10,10,15,15,0,0,0,0,0,285,10,0,475,15,10,270,285,65,470,55,35,35,35,0,0
"447","9330500.02","CT","Langley",72.39537,5878,2347,2187,"59933","59","5915001","5915",81568,2190,35,30,40,70,85,60,75,70,85,80,165,140,135,145,110,855,999487,1204,22.7,37.5,1066,2155,350,575,5690,1490,610,1545,2155,3110,5630,580,385,355,335,20,25
"448","9330501.01","CT","Langley",19.75286,4121,1602,1534,"59933","59","5915001","5915",70656,1535,20,10,25,50,95,60,75,60,65,65,120,110,85,80,80,525,751940,1335,18.2,52.6,1085,1555,110,450,3710,1120,490,1065,1555,1800,3680,705,220,205,175,25,15
"449","9330501.02","CT","Langley",19.03379,5482,1968,1921,"59933","59","5915001","5915",102443,1920,20,15,20,35,40,30,60,45,45,60,110,115,120,110,100,985,1000622,1003,18.9,28.3,951,1900,230,325,5440,1620,240,1660,1900,2860,5405,430,235,220,200,20,15
"450","9330501.03","CT","Langley",23.2834,3393,1139,1094,"59933","59","5915001","5915",97178,1095,10,10,15,15,35,25,30,15,25,35,70,80,65,65,65,525,798974,915,23.1,38.2,1765,1125,95,560,3560,1000,175,955,1125,1945,3515,375,225,195,180,15,25
"451","9330502.01","CT","Langley",1.49035,2445,942,895,"59933","59","5915001","5915",100535,895,15,5,5,20,35,20,25,20,30,25,55,45,40,60,45,450,801082,1001,9.2,34.6,1485,945,85,160,2590,845,125,820,945,1415,2565,210,105,95,85,10,10
"452","9330502.02","CT","Langley",9.78032,3823,1659,1595,"59933","59","5915001","5915",70699,1595,20,15,20,75,105,65,80,70,55,80,110,95,95,90,65,560,753377,1223,18.4,52,671,1545,140,395,3650,905,245,1295,1545,1745,3625,435,240,235,230,10,10
"453","9330502.03","CT","Langley",2.61531,4858,1721,1651,"59933","59","5915001","5915",103753,1650,5,5,10,25,40,30,40,45,45,50,90,110,95,100,90,865,775592,904,19.2,33.3,1699,1715,80,310,4925,1710,150,1565,1715,2755,4855,400,200,190,185,0,15
"454","9330502.05","CT","Langley",33.50867,2979,1138,1061,"59933","59","5915001","5915",101461,1060,20,10,20,25,30,25,35,25,30,30,60,80,50,40,50,535,1599950,1002,21,33.3,1311,1015,130,385,2910,870,250,755,1010,1560,2885,400,215,190,175,25,20
"455","9330502.06","CT","Langley",3.38708,3001,995,959,"59933","59","5915001","5915",115968,960,10,5,5,5,15,20,15,20,30,30,45,45,55,45,50,560,900618,904,9.9,21.4,1568,945,60,375,2955,905,135,810,945,1465,2935,400,165,155,135,25,10
"456","9330502.07","CT","Langley",3.15447,5654,2257,2221,"59933","59","5915001","5915",84608,2220,15,10,25,50,70,55,85,65,100,65,170,170,160,115,125,925,648379,973,13.4,36.4,1049,2220,50,450,5465,1695,270,1950,2220,2725,5420,645,325,290,220,65,35
"457","9330503.01","CT","Langley",1.09494,2451,872,840,"59933","59","5915002","5915",109466,840,5,5,5,15,10,20,10,20,20,25,40,50,40,50,50,485,698100,1031,17.3,42.9,1903,850,50,185,2450,860,70,780,850,1450,2425,270,140,115,115,0,20
"458","9330503.03","CT","Langley",3.607,7071,2551,2461,"59933","59","5915002","5915",96000,2460,20,10,25,35,40,40,60,75,50,80,155,175,180,175,185,1150,651592,1166,18.1,42.9,1600,2460,95,615,6985,2310,280,2180,2465,3880,6900,775,530,530,495,35,0
"459","9330503.06","CT","Langley",0.58699,4402,2364,2217,"59933","59","5915002","5915",54912,2215,35,15,65,100,155,95,115,135,145,120,255,200,200,140,110,335,229870,1033,25.3,42.1,1100,2240,50,830,4360,1270,855,1385,2240,2425,4325,760,495,470,430,40,25
"460","9330503.07","CT","Langley",0.84511,4573,2732,2675,"59933","59","5915002","5915",32117,2675,45,45,305,360,335,170,150,155,135,125,200,190,120,80,70,160,224380,827,26.9,53.9,725,2690,190,675,4435,915,1815,875,2690,2210,4405,925,490,450,315,130,40
"461","9330503.08","CT","Langley",2.50531,4674,2500,2428,"59933","59","5915002","5915",57173,2430,50,40,110,125,130,95,105,140,130,130,240,235,195,160,145,405,256318,1006,25.4,40.8,1214,2395,95,845,4620,1640,1135,1260,2395,2930,4555,980,570,520,445,70,45
"462","9330503.09","CT","Langley",1.58264,2717,1245,1219,"59933","59","5915002","5915",55616,1220,25,10,30,50,65,55,60,80,85,85,110,120,105,65,75,205,250241,963,16.4,42.9,1018,1205,35,355,2465,740,350,855,1205,1330,2415,385,200,140,120,20,65
"463","9330504.03","CT","Langley",15.17754,6300,2226,2148,"59933","59","5915001","5915",109504,2145,20,10,15,25,35,20,45,35,45,60,115,130,140,125,120,1200,698841,1004,16.8,22.7,1666,2155,30,855,6280,2270,225,1930,2155,3520,6235,745,485,420,385,35,65
"464","9330504.05","CT","Langley",3.82717,7784,2911,2832,"59933","59","5915001","5915",91307,2830,80,25,25,70,90,85,90,90,80,85,160,180,175,160,160,1275,648438,1278,14.1,36.9,1479,2830,10,1550,7460,2780,530,2300,2835,4050,7390,925,585,435,340,95,145
"465","9330504.07","CT","Langley",0.84364,3165,1324,1318,"59933","59","5915001","5915",79360,1320,15,5,10,20,30,45,50,40,45,70,105,110,120,110,85,455,439079,1167,15.7,30,1355,1340,0,495,3225,1015,100,1245,1345,1635,3200,400,220,200,190,10,20
"466","9330504.08","CT","Langley",1.22552,4171,1556,1546,"59933","59","5915001","5915",92928,1545,15,10,5,25,50,45,55,55,55,50,110,95,90,85,75,730,624445,1091,15,0,1118,1525,0,845,4110,1325,45,1470,1525,1925,4085,380,240,180,150,25,60
"467","9330504.09","CT","Langley",3.50246,5378,1668,1581,"59933","59","5915001","5915",113075,1580,20,10,20,25,20,25,35,35,30,35,75,70,85,95,85,910,849751,1052,22.5,39.1,2243,1595,15,2000,5365,1970,345,1245,1595,2995,5310,965,580,480,375,105,100
"468","9330504.10","CT","Langley",1.13484,4025,1597,1574,"59933","59","5915001","5915",75904,1575,20,10,15,50,65,60,60,45,90,80,140,100,115,100,100,540,448520,1051,19.6,40.8,1346,1585,25,730,4115,1330,240,1350,1590,2250,4070,510,310,265,260,0,45
"469","9330504.11","CT","Langley",11.6295,13080,4977,4694,"59933","59","5915001","5915",93824,4695,85,55,70,75,105,100,105,130,130,125,325,320,310,300,315,2150,518402,1277,24.1,40,1732,4670,75,4585,12830,5215,775,3900,4675,7495,12615,3455,2065,1895,1685,210,165
"470","9330504.12","CT","Langley",3.97579,5135,1614,1555,"59933","59","5915001","5915",93216,1555,25,20,25,30,40,45,35,40,45,40,115,95,90,95,115,710,799359,1480,30.9,35.3,1780,1575,35,2455,5365,1850,345,1235,1575,2945,5290,870,480,420,405,15,65
"471","9330504.13","CT","Langley",1.6693,3949,1602,1572,"59933","59","5915001","5915",82330,1570,20,25,15,25,40,40,50,45,60,55,125,135,110,130,120,560,364597,1736,21.4,57.6,1507,1545,0,955,3760,1540,330,1220,1545,2260,3680,660,285,255,240,20,30
"472","9330504.14","CT","Katzie 2",0.30729,40,15,15,"59933","59","5915813","5915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,15,0,0,60,0,0,15,20,20,60,10,0,0,0,0,0
"473","9330504.15","CT","Langley",4.95317,1871,746,724,"59933","59","5915001","5915",86144,720,5,0,10,10,30,20,20,25,20,40,65,40,50,45,45,295,650173,1207,13.1,28.6,1006,715,10,155,1890,585,65,650,720,875,1865,185,50,50,50,0,0
"474","9330505.01","CT","Langley",5.2577,3442,1354,1279,"59933","59","5915001","5915",108672,1280,15,5,15,15,30,20,35,25,35,25,90,70,80,75,60,690,899512,1426,15,29.7,1530,1260,125,215,3275,1300,185,1075,1260,1785,3250,490,180,165,150,20,15
"475","9330505.03","CT","McMillan Island 6",1.78376,94,32,32,"59933","59","5915816","5915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,35,0,0,100,20,0,30,35,55,100,0,0,0,0,0,0
"476","9330505.04","CT","Langley",63.85902,5988,2007,1893,"59933","59","5915001","5915",111488,1890,35,10,25,40,40,45,45,40,35,35,90,95,110,105,70,1070,949269,1100,20,45.3,1954,1910,195,965,6015,1895,340,1575,1915,3130,5960,525,275,260,215,40,15
"477","9330506.01","CT","Langley",3.07029,4094,1538,1484,"59933","59","5915001","5915",73813,1485,15,20,25,45,50,55,50,65,60,50,110,140,130,100,110,455,399677,904,20.6,32.9,1276,1480,55,650,4080,1075,380,1095,1480,2195,4030,575,395,360,335,20,35
"478","9330506.02","CT","Langley",6.23561,7269,2832,2664,"59933","59","5915001","5915",74035,2660,35,35,85,125,115,105,95,85,110,105,180,180,175,140,190,895,501718,852,18.9,42.9,1410,2675,125,1165,7180,1995,740,1935,2670,4045,7105,965,540,510,480,30,30
