"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","NHS Non Return Rate","v_CA11N_2281: Number of owner households in non-farm, non-reserve private dwellings","v_CA11N_2282: % of owner households with a mortgage","v_CA11N_2288: Number of tenant households in non-farm, non-reserve private dwellings","v_CA11N_2289: % of tenant households in subsidized housing","v_CA11N_2284: Median monthly shelter costs for owned dwellings ($)","v_CA11N_2286: Median value of dwellings ($)","v_CA11N_2291: Median monthly shelter costs for rented dwellings ($)","v_CA11N_2285: Average monthly shelter costs for owned dwellings ($)","v_CA11N_2287: Average value of dwellings ($)","v_CA11N_2292: Average monthly shelter costs for rented dwellings ($)"
"505","5350376.06","CT","Toronto",2.19195,515,252,233,"35535","35","3520005","3520","0.402",205,0,45,0,867,250852,748,948,259284,708
"506","5350376.08","CT","Toronto",0.87879,6378,2171,2133,"35535","35","3520005","3520","0.22699999999999998",1920,43.5,210,0,966,269236,1200,1154,290960,944
"507","5350376.09","CT","Toronto",0.80105,4865,1644,1613,"35535","35","3520005","3520","0.225",1405,48.6,210,0,942,300460,1301,1175,353768,1215
"508","5350376.11","CT","Toronto",0.47044,3627,1065,1034,"35535","35","3520005","3520","0.32899999999999996",535,62.6,505,31.7,1240,299241,1082,1307,373134,950
"509","5350376.12","CT","Toronto",0.91215,5460,1926,1885,"35535","35","3520005","3520","0.19699999999999998",1705,54.5,180,0,1208,300811,850,1323,355792,895
"510","5350376.13","CT","Toronto",0.51099,3976,1380,1357,"35535","35","3520005","3520","0.302",1225,35.1,135,0,923,320376,1090,1084,341297,1041
"511","5350376.14","CT","Toronto",0.73619,3788,1075,1059,"35535","35","3520005","3520","0.254",955,48.7,100,0,866,449976,1018,1200,481906,1270
"512","5350376.15","CT","Toronto",0.92289,3943,1582,1521,"35535","35","3520005","3520","0.268",1350,33.5,170,0,984,349395,1302,1226,372777,1270
"513","5350376.16","CT","Toronto",0.27148,3737,1368,1309,"35535","35","3520005","3520","0.34",155,18.8,1150,8.7,849,250314,1084,896,239537,1016
"514","5350377.01","CT","Toronto",2.06027,6650,3071,2295,"35535","35","3520005","3520","0.149",1875,53.5,420,9.6,1092,300971,1003,1237,360425,972
"515","5350377.02","CT","Toronto",1.90596,4683,1488,1417,"35535","35","3520005","3520","0.317",1225,50.6,195,0,1004,448923,905,1235,456575,985
"516","5350377.03","CT","Toronto",0.65012,2866,889,858,"35535","35","3520005","3520","0.258",730,44.5,125,0,703,425410,1153,1058,401621,952
"517","5350377.04","CT","Toronto",0.88332,6114,1725,1670,"35535","35","3520005","3520","0.262",1550,56.5,120,0,1164,360258,501,1180,389375,584
"518","5350377.06","CT","Toronto",0.51167,3856,997,983,"35535","35","3520005","3520","0.295",880,53.1,95,0,1218,489997,1051,1266,479216,1067
"519","5350377.07","CT","Toronto",0.76461,5162,1443,1416,"35535","35","3520005","3520","0.247",1190,49.6,225,57.8,756,400138,461,1099,404063,604
"520","5350378.02","CT","Toronto",1.05954,3374,991,944,"35535","35","3520005","3520","0.33299999999999996",545,40,385,13,772,400591,903,1028,396546,861
"521","5350378.03","CT","Toronto",2.20691,7593,2529,2414,"35535","35","3520005","3520","0.34600000000000003",1865,75.9,545,36.4,1351,269796,1067,1310,301414,980
"522","5350378.04","CT","Toronto",1.27906,6109,1807,1733,"35535","35","3520005","3520","0.301",1305,71.5,430,12.8,1332,299851,1051,1286,287893,1029
"523","5350378.05","CT","Toronto",0.72757,4028,1250,1200,"35535","35","3520005","3520","0.298",755,79.5,495,30.3,1488,279096,1039,1406,331350,972
"524","5350378.06","CT","Toronto",1.7906,6252,1787,1705,"35535","35","3520005","3520","0.271",1225,71.3,480,12.4,1490,295946,957,1323,315021,968
"525","5350378.07","CT","Toronto",2.80032,7281,2311,2226,"35535","35","3520005","3520","0.24100000000000002",1600,52.2,635,18.8,1063,309988,1091,1158,310819,1033
"526","5350378.08","CT","Toronto",0.88574,6571,1995,1965,"35535","35","3520005","3520","0.325",1485,53.5,485,11.3,1082,375243,1123,1175,353785,1014
"527","5350378.11","CT","Toronto",0.96337,5874,1752,1701,"35535","35","3520005","3520","0.251",1300,78.1,400,14.8,1354,249909,980,1265,256615,984
"528","5350378.12","CT","Toronto",0.78391,5293,1922,1816,"35535","35","3520005","3520","0.243",960,67.2,805,44.1,1280,250073,994,1217,232408,863
"529","5350378.14","CT","Toronto",0.92913,4074,1187,1177,"35535","35","3520005","3520","0.27699999999999997",710,62.7,450,11,1417,301007,1202,1298,339617,1119
"530","5350378.16","CT","Toronto",0.63484,6438,2017,1931,"35535","35","3520005","3520","0.28600000000000003",1495,73.9,435,0,1350,240449,1122,1362,267399,1071
"531","5350378.17","CT","Toronto",0.47397,3499,958,912,"35535","35","3520005","3520","0.305",615,75.4,300,68.9,1558,300113,880,1445,306582,835
"532","5350378.18","CT","Toronto",0.09093,2881,1112,1096,"35535","35","3520005","3520","0.258",805,58.4,295,18.6,1160,200478,1233,1132,275334,1158
"533","5350378.19","CT","Toronto",4.51592,5223,1461,1405,"35535","35","3520005","3520","0.27399999999999997",1200,55.4,130,0,1255,399818,704,1259,433921,877
"534","5350378.20","CT","Toronto",0.10951,2263,774,772,"35535","35","3520005","3520","0.20800000000000002",680,58.1,95,0,1323,224525,1418,1273,235013,1203
"535","5350378.21","CT","Toronto",0.70181,3627,988,978,"35535","35","3520005","3520","0.25",915,50.3,55,0,843,383816,741,1091,377816,956
"536","5350378.22","CT","Toronto",0.53214,3640,896,889,"35535","35","3520005","3520","0.32799999999999996",905,43.6,55,0,710,429619,476,1071,438342,696
"537","5350378.23","CT","Toronto",1.53025,4248,1340,1312,"35535","35","3520005","3520","0.252",1135,45.4,190,0,887,400556,724,1167,408675,807
"538","5350378.24","CT","Toronto",2.52877,6406,2205,2167,"35535","35","3520005","3520","0.226",1730,52.3,440,0,975,284954,1051,1109,326239,974
"539","5350378.25","CT","Toronto",4.76634,7558,1800,1777,"35535","35","3520005","3520","0.284",1695,87.3,105,0,1795,424614,1204,1689,452620,1133
"540","5350378.26","CT","Toronto",1.6609,4675,1106,1100,"35535","35","3520005","3520","0.157",1040,87,45,0,1835,449068,1729,1748,445628,1442
"541","5350378.27","CT","Toronto",20.23839,5627,1505,1485,"35535","35","3520005","3520","0.239",1345,91.1,140,0,1707,399486,1377,1640,378741,1312
"542","5350378.28","CT","Toronto",2.25257,7451,2030,1936,"35535","35","3520005","3520","0.271",1560,74.3,380,23.7,1614,399710,902,1554,419223,1034
"543","5350400.02","CT","Markham",1.67486,6261,1921,1904,"35535","35","3519036","3519","0.23600000000000002",1865,53.9,40,0,1330,500956,950,1481,509685,1151
"544","5350400.03","CT","Markham",0.79924,3032,972,955,"35535","35","3519036","3519","0.187",900,43.3,55,0,825,500418,1152,1239,505918,1255
"545","5350400.04","CT","Markham",3.53407,2026,764,755,"35535","35","3519036","3519","0.28600000000000003",620,41.9,135,0,749,500596,1064,1179,522582,1161
"546","5350400.06","CT","Markham",0.94765,3075,1041,1040,"35535","35","3519036","3519","0.275",950,56.8,70,0,1315,499716,1537,1358,483768,1481
"547","5350400.07","CT","Markham",1.56988,3397,1204,1192,"35535","35","3519036","3519","0.252",1145,45.7,60,0,795,499261,849,1294,533156,960
"548","5350400.08","CT","Markham",1.75215,2771,1331,1308,"35535","35","3519036","3519","0.188",745,47.3,570,27,959,473730,930,1236,513237,808
"549","5350400.11","CT","Markham",1.67438,6472,1666,1547,"35535","35","3519036","3519","0.262",1455,62.3,90,0,1705,474629,751,1542,493692,818
"550","5350400.12","CT","Markham",1.71833,7219,2232,2212,"35535","35","3519036","3519","0.16899999999999998",2075,50.8,135,0,974,450186,1251,1322,468110,1270
"551","5350400.13","CT","Markham",1.27539,6233,1612,1439,"35535","35","3519036","3519","0.34",1210,80.6,210,0,1727,450544,1045,1663,494989,1173
"552","5350400.14","CT","Markham",1.05415,6328,1643,1529,"35535","35","3519036","3519","0.371",1270,63,280,0,1390,499942,752,1432,525972,831
"553","5350400.15","CT","Markham",2.20759,4739,1612,1598,"35535","35","3519036","3519","0.262",1480,48.6,120,0,1019,500300,1354,1300,544975,1311
"554","5350400.16","CT","Markham",2.23309,5586,1472,1452,"35535","35","3519036","3519","0.289",1440,63.9,0,0,1634,551889,0,1635,571223,0
"555","5350400.17","CT","Markham",0.59666,4825,1355,1196,"35535","35","3519036","3519","0.218",905,71.4,255,0,1664,420706,801,1511,439111,884
"556","5350400.18","CT","Markham",0.29702,2604,799,707,"35535","35","3519036","3519","0.39399999999999996",485,63.5,255,25.5,1568,424504,801,1417,415644,870
"557","5350400.19","CT","Markham",2.65435,7253,2193,2183,"35535","35","3519036","3519","0.23800000000000002",2025,87.2,160,0,1805,400647,1528,1780,442361,1353
"558","5350400.20","CT","Markham",5.07332,2668,772,754,"35535","35","3519036","3519","0.322",730,91.8,25,0,2044,469720,1500,1882,482750,1309
"559","5350400.21","CT","Markham",3.64291,2047,614,611,"35535","35","3519036","3519","0.22",570,88.7,40,0,1802,449744,1500,1715,448704,1212
"560","5350400.22","CT","Markham",14.7177,8586,2252,2175,"35535","35","3519036","3519","0.221",2100,89.3,70,0,2130,557957,1369,2099,599415,1243
"561","5350400.23","CT","Markham",4.31041,8626,2034,2027,"35535","35","3519036","3519","0.245",1905,76.9,125,0,1821,500880,775,1794,547164,781
"562","5350401.04","CT","Markham",0.73468,3605,1018,1000,"35535","35","3519036","3519","0.32799999999999996",900,47,95,0,909,450071,649,1192,463405,1037
"563","5350401.05","CT","Markham",8.25123,2164,1148,1086,"35535","35","3519036","3519","0.29600000000000004",765,81.8,335,0,1454,278852,1420,1430,298238,1419
"564","5350401.06","CT","Markham",1.75167,5246,1539,1528,"35535","35","3519036","3519","0.315",1485,35.7,45,0,886,669095,2332,1289,662963,2370
"565","5350401.07","CT","Markham",1.75324,4374,1496,1478,"35535","35","3519036","3519","0.265",1300,42.3,160,40.6,1034,649299,1008,1452,693839,1026
"566","5350401.08","CT","Markham",1.47487,3489,1078,1075,"35535","35","3519036","3519","0.18899999999999997",1050,45.2,20,0,1008,700402,1802,1464,707342,1963
"567","5350401.09","CT","Markham",2.2043,8906,2843,2756,"35535","35","3519036","3519","0.174",2440,52.2,315,0,1126,581377,1712,1470,578882,1602
"568","5350401.10","CT","Markham",4.08767,5084,1483,1465,"35535","35","3519036","3519","0.259",1475,46.6,25,0,911,624687,1892,1361,635719,1433
"569","5350401.11","CT","Markham",1.1211,7061,1938,1801,"35535","35","3519036","3519","0.26",1605,57.9,200,0,1280,500078,804,1390,490680,1082
"570","5350401.13","CT","Markham",0.99152,6434,1696,1658,"35535","35","3519036","3519","0.196",1450,55,205,0,1294,448630,803,1331,492378,981
"571","5350401.14","CT","Markham",2.35314,8267,2300,2292,"35535","35","3519036","3519","0.29100000000000004",2220,47.9,70,0,1077,648713,1001,1466,659782,1348
"572","5350401.15","CT","Markham",1.16543,2819,1181,1165,"35535","35","3519036","3519","0.2",1085,40.6,100,0,995,400391,1704,1178,421335,1514
"573","5350401.17","CT","Markham",1.11062,3723,989,961,"35535","35","3519036","3519","0.318",895,42.5,65,0,1081,599168,849,1428,661672,758
"574","5350401.18","CT","Markham",6.19153,3452,1666,1380,"35535","35","3519036","3519","0.304",850,57.3,530,25.5,1348,428643,1188,1303,439100,1063
"575","5350401.19","CT","Markham",1.66768,6842,1951,1873,"35535","35","3519036","3519","0.213",1590,47,275,5.4,826,448550,802,1169,444546,995
"576","5350401.20","CT","Markham",0.62794,4846,1180,1136,"35535","35","3519036","3519","0.3",1015,52.5,120,0,1164,5e+05,604,1322,479453,745
"577","5350401.21","CT","Markham",0.47138,3141,802,756,"35535","35","3519036","3519","0.272",655,52.7,105,0,968,450241,801,1243,500543,816
"578","5350401.22","CT","Markham",2.26354,7854,2187,2167,"35535","35","3519036","3519","0.175",1985,62.3,180,0,1439,470276,1734,1427,516991,1458
"579","5350401.23","CT","Markham",1.71387,2096,565,560,"35535","35","3519036","3519","0.28",545,70.6,15,0,1765,552874,900,1770,703759,932
"580","5350402.01","CT","Markham",1.96947,2586,868,860,"35535","35","3519036","3519","0.306",680,57.4,165,0,1451,421181,1820,1428,442873,1706
"581","5350402.02","CT","Markham",1.70338,3350,1213,1177,"35535","35","3519036","3519","0.37",755,45,410,0,1067,697508,1132,1599,694863,1214
"582","5350402.03","CT","Markham",1.54274,3130,1238,1224,"35535","35","3519036","3519","0.271",1095,44.7,135,14.8,1065,449060,1370,1397,524858,1139
"583","5350402.04","CT","Markham",2.85142,5231,1838,1827,"35535","35","3519036","3519","0.24600000000000002",1760,45.2,65,0,1083,549865,1697,1419,571930,1566
"584","5350402.05","CT","Markham",1.42015,2137,742,715,"35535","35","3519036","3519","0.298",675,39.6,50,0,1618,802040,900,1813,1045889,1675
"585","5350402.06","CT","Markham",1.79732,5840,2429,2314,"35535","35","3519036","3519","0.249",1320,41.5,995,12.6,1004,500322,1053,1310,547058,1037
"586","5350402.07","CT","Markham",1.25871,2130,770,763,"35535","35","3519036","3519","0.29",685,54.7,70,0,1340,500713,1823,1396,487717,1952
"587","5350402.08","CT","Markham",1.8094,6446,2305,2267,"35535","35","3519036","3519","0.19699999999999998",2055,48.7,210,0,1182,499907,1721,1400,512005,1683
"588","5350402.09","CT","Markham",1.49365,3744,1502,1486,"35535","35","3519036","3519","0.298",1120,44.8,380,5.3,923,550767,1286,1384,508946,1218
"589","5350402.10","CT","Markham",1.03471,3725,1347,1336,"35535","35","3519036","3519","0.267",1220,69.5,110,0,1558,327660,1450,1463,414028,1499
"590","5350402.12","CT","Markham",4.3048,4464,2177,2057,"35535","35","3519036","3519","0.263",1640,64.3,415,0,1347,300776,1374,1314,341925,1388
"591","5350402.13","CT","Markham",3.0737,5264,1595,1588,"35535","35","3519036","3519","0.257",1540,46.8,50,0,1139,674956,601,1578,667386,1461
"592","5350403.01","CT","Markham",4.15601,8143,2193,2167,"35535","35","3519036","3519","0.155",1780,48.3,385,72.7,1373,850249,1006,1850,878714,1082
"593","5350403.03","CT","Markham",74.25419,10128,3269,3135,"35535","35","3519036","3519","0.172",2885,74.4,235,0,1781,552253,1423,1793,609820,1391
"594","5350403.04","CT","Markham",2.1369,4257,1226,1216,"35535","35","3519036","3519","0.196",1150,68.6,40,0,1715,580226,1601,1596,588794,1406
"595","5350403.05","CT","Markham",4.18691,3395,1123,1067,"35535","35","3519036","3519","0.278",1065,66.7,0,0,2101,699200,0,2069,886791,0
"596","5350403.07","CT","Markham",2.31054,7222,2034,2019,"35535","35","3519036","3519","0.22699999999999998",1970,75.3,50,0,1774,501660,1498,1696,542425,1372
"597","5350403.09","CT","Markham",0.85055,5118,1355,1351,"35535","35","3519036","3519","0.2",1300,68.1,45,0,1569,501555,1569,1553,530422,1425
"598","5350403.10","CT","Markham",1.20674,5051,1397,1386,"35535","35","3519036","3519","0.21899999999999997",1320,76.1,65,0,1665,481008,1900,1591,518763,1815
"599","5350403.11","CT","Markham",2.1065,7311,1978,1966,"35535","35","3519036","3519","0.198",1835,79.9,125,0,1782,479966,1605,1729,495897,1446
"600","5350403.12","CT","Markham",2.49761,6699,1807,1804,"35535","35","3519036","3519","0.217",1725,84.3,80,0,1990,499919,1606,1824,491312,1601
"601","5350403.13","CT","Markham",1.64691,6377,2297,2257,"35535","35","3519036","3519","0.20199999999999999",2120,63.2,140,0,1446,449485,1652,1526,454437,1662
"602","5350403.14","CT","Markham",2.18969,6810,1950,1831,"35535","35","3519036","3519","0.259",1755,75.2,75,0,1746,550861,1738,1726,593654,1299
"603","5350410.02","CT","Vaughan",0.79417,4562,1450,1419,"35535","35","3519028","3519","0.321",1310,61.5,60,0,1641,421141,1197,1571,434618,1315
"604","5350410.03","CT","Vaughan",1.88483,7085,2275,2259,"35535","35","3519028","3519","0.254",2135,45.5,125,0,1154,550805,1524,1559,656554,1444
"605","5350410.04","CT","Vaughan",0.78265,3868,1219,1203,"35535","35","3519028","3519","0.254",1010,55.9,190,18.4,1464,528342,1324,1527,538534,1284
"606","5350410.05","CT","Vaughan",4.44205,6652,1899,1873,"35535","35","3519028","3519","0.287",1800,52.5,70,0,1530,750595,2131,1852,864487,1939
"607","5350410.07","CT","Vaughan",0.87967,3776,1077,1064,"35535","35","3519028","3519","0.276",970,51.5,80,0,1115,551518,727,1443,555631,1107
"608","5350410.09","CT","Vaughan",1.23661,4863,1890,1848,"35535","35","3519028","3519","0.19",1575,54.6,275,0,1436,380745,1052,1532,467548,1096
"609","5350410.10","CT","Vaughan",0.50863,4131,1643,1622,"35535","35","3519028","3519","0.257",1455,48.5,170,0,1236,450081,1547,1458,465224,1430
"610","5350410.11","CT","Vaughan",0.79354,4234,1239,1203,"35535","35","3519028","3519","0.37200000000000005",865,68.4,340,48.5,1748,519170,831,1713,548291,982
"611","5350410.12","CT","Vaughan",0.88169,5795,3140,3006,"35535","35","3519028","3519","0.29",2270,54,740,0,1179,320199,1425,1309,347531,1294
"612","5350410.13","CT","Vaughan",3.50015,7177,1989,1960,"35535","35","3519028","3519","0.294",1930,53,25,0,1321,700371,1626,1754,740837,1646
"613","5350410.14","CT","Vaughan",1.16397,6355,1880,1844,"35535","35","3519028","3519","0.301",1745,58.7,100,0,1436,501081,651,1453,536068,1227
"614","5350410.15","CT","Vaughan",0.76234,1924,607,592,"35535","35","3519028","3519","0.428",465,34.4,180,38.9,712,474013,1181,1101,508123,1166
"615","5350411.01","CT","Vaughan",1.86312,5716,1946,1892,"35535","35","3519028","3519","0.244",1620,54.3,270,0,1026,400829,1064,1246,429964,1034
"616","5350411.04","CT","Vaughan",1.49903,5977,1749,1730,"35535","35","3519028","3519","0.305",1540,52.6,190,26.3,1173,501748,973,1432,511238,1224
"617","5350411.07","CT","Vaughan",1.76102,4536,1392,1379,"35535","35","3519028","3519","0.314",1240,38.7,90,0,901,549716,1548,1291,583392,1520
"618","5350411.08","CT","Vaughan",29.72965,2128,636,625,"35535","35","3519028","3519","0.248",610,64.5,30,0,1454,550022,1380,1554,609977,1261
"619","5350411.09","CT","Vaughan",1.40558,6409,1843,1832,"35535","35","3519028","3519","0.19399999999999998",1710,82.2,120,0,1797,450515,1254,1761,481923,1184
"620","5350411.12","CT","Vaughan",1.29557,5687,1558,1557,"35535","35","3519028","3519","0.385",1510,69,50,0,1672,500469,1700,1532,502662,1623
"621","5350411.15","CT","Vaughan",1.4137,4133,1319,1272,"35535","35","3519028","3519","0.24100000000000002",1235,60.3,85,0,1631,469885,1204,1524,491675,1242
"622","5350411.16","CT","Vaughan",36.02718,6104,1747,1709,"35535","35","3519028","3519","0.38299999999999995",1600,71.6,105,0,1793,561085,1699,1907,701766,1325
"623","5350411.17","CT","Vaughan",4.16235,5479,1642,1578,"35535","35","3519028","3519","0.335",1530,86.9,50,0,2424,750247,2086,2361,704917,1952
"624","5350411.18","CT","Vaughan",2.85009,7911,2574,2295,"35535","35","3519028","3519","0.17600000000000002",2230,91,70,0,2097,590716,2002,2106,625304,1685
"625","5350411.19","CT","Vaughan",4.2127,5710,1950,1676,"35535","35","3519028","3519","0.322",1620,85.5,55,0,2135,650944,2449,2099,714733,2235
"626","5350411.20","CT","Vaughan",4.54711,17558,4915,4857,"35535","35","3519028","3519","0.244",4625,80.3,235,0,2020,601961,2003,1976,628969,1763
"627","5350411.21","CT","Vaughan",2.1953,2527,665,659,"35535","35","3519028","3519","0.298",620,91.9,35,0,1802,401103,1060,1799,407915,1089
"628","5350411.22","CT","Vaughan",1.3492,5405,1497,1481,"35535","35","3519028","3519","0.212",1370,65.3,115,0,1555,501207,1055,1517,524989,1161
"629","5350411.23","CT","Vaughan",1.14384,3925,1661,1630,"35535","35","3519028","3519","0.264",1375,64.1,240,0,1480,366182,1518,1493,419748,1372
"630","5350411.24","CT","Vaughan",1.18187,7281,1799,1758,"35535","35","3519028","3519","0.228",1530,82.4,225,0,1842,480544,867,1794,489191,996
"631","5350411.25","CT","Vaughan",0.94373,3457,921,910,"35535","35","3519028","3519","0.222",845,85.8,65,0,1876,450525,1002,1835,493545,1198
"632","5350411.26","CT","Vaughan",1.03086,5352,1523,1510,"35535","35","3519028","3519","0.332",1420,80.3,65,0,1866,450554,1715,1773,502955,1583
"633","5350411.27","CT","Vaughan",1.15845,4225,1118,1107,"35535","35","3519028","3519","0.29600000000000004",1075,71.2,60,0,1743,518246,1464,1778,580566,1277
"634","5350412.01","CT","Vaughan",4.39961,6643,2089,2065,"35535","35","3519028","3519","0.204",1850,47,215,14,1121,519789,1473,1346,577929,1269
"635","5350412.02","CT","Vaughan",6.19535,7767,3159,2881,"35535","35","3519028","3519","0.19",2365,49.7,515,15.4,1168,448994,1299,1332,449144,1194
"636","5350412.04","CT","Vaughan",6.99928,4718,1450,1436,"35535","35","3519028","3519","0.34299999999999997",1365,39.3,30,0,843,580565,1401,1268,570150,1305
"637","5350412.06","CT","Vaughan",1.04925,3785,1214,1198,"35535","35","3519028","3519","0.354",1140,41.7,105,0,817,500969,873,1234,510681,943
"638","5350412.08","CT","Vaughan",0.92758,2770,861,834,"35535","35","3519028","3519","0.361",835,31,0,0,809,501740,0,1165,569819,0
"639","5350412.10","CT","Vaughan",1.96512,6264,1849,1791,"35535","35","3519028","3519","0.201",1670,42.8,120,0,858,518157,801,1305,533031,949
"640","5350412.11","CT","Vaughan",27.1633,4618,1356,1297,"35535","35","3519028","3519","0.353",1185,57.6,95,0,1440,552255,725,1558,582112,729
"641","5350412.12","CT","Vaughan",1.04185,4251,1350,1337,"35535","35","3519028","3519","0.172",1160,62.1,215,14,1410,421260,1574,1401,448640,1278
"642","5350412.13","CT","Vaughan",2.55265,4306,1324,1316,"35535","35","3519028","3519","0.287",1240,26.2,25,0,800,592456,1027,1133,611036,1245
"643","5350412.14","CT","Vaughan",2.26091,3632,1009,1008,"35535","35","3519028","3519","0.34700000000000003",980,46.7,0,0,1200,801053,0,1632,805053,0
"644","5350412.15","CT","Vaughan",4.49982,5425,1738,1716,"35535","35","3519028","3519","0.344",1550,45.7,150,0,1154,699809,1465,1547,711487,1368
"645","5350412.18","CT","Vaughan",6.79624,8074,2276,2245,"35535","35","3519028","3519","0.264",2140,39.6,100,0,1094,799820,1057,1530,859971,1340
"646","5350412.19","CT","Vaughan",2.86338,9641,2710,2697,"35535","35","3519028","3519","0.22699999999999998",2575,69.3,120,0,1724,527346,1675,1647,543574,1566
"647","5350412.20","CT","Vaughan",1.29815,5804,1707,1691,"35535","35","3519028","3519","0.361",1685,65.7,35,0,1688,501498,1850,1570,515229,1942
"648","5350412.21","CT","Vaughan",3.94966,18,7,7,"35535","35","3519028","3519","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","5350412.22","CT","Vaughan",2.06981,7599,2138,2087,"35535","35","3519028","3519","0.233",2005,80.3,80,0,1971,599931,1667,1844,663390,1334
"650","5350412.23","CT","Vaughan",2.38087,11859,3238,3199,"35535","35","3519028","3519","0.195",3085,74.9,110,13.6,1839,549049,1296,1768,582616,1381
"651","5350412.24","CT","Vaughan",1.90145,8276,2232,2215,"35535","35","3519028","3519","0.23800000000000002",2145,80.7,65,0,1874,500152,1067,1761,502444,1145
"652","5350413.00","CT","Vaughan",77.33596,12909,3812,3693,"35535","35","3519028","3519","0.342",3535,70.9,145,0,1888,643071,1934,1986,789033,1713
"653","5350420.03","CT","Richmond Hill",2.28638,6430,2325,2275,"35535","35","3519038","3519","0.172",1335,42.3,945,11.6,841,598180,988,1357,607581,1000
"654","5350420.05","CT","Richmond Hill",4.37774,6627,2107,2079,"35535","35","3519038","3519","0.253",1805,48.1,275,25,1082,579543,1304,1452,540168,1155
"655","5350420.06","CT","Richmond Hill",1.67313,5431,1484,1474,"35535","35","3519038","3519","0.28300000000000003",1390,46.8,60,0,992,697081,1099,1510,670945,1179
"656","5350420.08","CT","Richmond Hill",0.87058,4596,2113,2031,"35535","35","3519038","3519","0.22",1335,50.2,695,2.9,1145,348703,1251,1295,383119,1106
"657","5350420.09","CT","Richmond Hill",0.58728,4256,1838,1830,"35535","35","3519038","3519","0.28300000000000003",1175,58.7,655,42,1315,330552,1079,1364,345100,1003
"658","5350420.10","CT","Richmond Hill",3.25941,3879,979,971,"35535","35","3519038","3519","0.264",960,52.1,0,0,1653,999873,0,2051,1003905,0
"659","5350420.11","CT","Richmond Hill",2.77852,6739,1779,1757,"35535","35","3519038","3519","0.315",1710,48.7,45,0,1499,1001091,1235,1983,1037315,1815
"660","5350420.13","CT","Richmond Hill",1.97043,5397,2036,1998,"35535","35","3519038","3519","0.166",1685,76,315,0,1512,400603,1403,1527,406832,1431
"661","5350420.14","CT","Richmond Hill",0.92584,6814,2643,2613,"35535","35","3519038","3519","0.225",2255,73.2,360,11.1,1625,400953,1402,1532,411575,1220
"662","5350420.15","CT","Richmond Hill",0.92879,2523,708,685,"35535","35","3519038","3519","0.337",640,50.8,70,0,1220,900675,1093,1874,973138,1219
"663","5350421.01","CT","Richmond Hill",4.39795,6747,2128,2069,"35535","35","3519038","3519","0.226",1960,44.6,175,0,1121,789140,1236,1653,853341,1313
"664","5350421.04","CT","Richmond Hill",0.70101,3710,1627,1608,"35535","35","3519038","3519","0.251",1210,46.7,435,0,885,331344,1401,1243,350873,1265
"665","5350421.05","CT","Richmond Hill",1.02048,3688,1225,1202,"35535","35","3519038","3519","0.28300000000000003",1070,61.5,70,0,1563,469109,1402,1478,503905,1194
"666","5350421.06","CT","Richmond Hill",1.06473,3854,1445,1434,"35535","35","3519038","3519","0.223",1290,56.6,105,0,1414,389135,1498,1561,458099,1350
"667","5350421.07","CT","Richmond Hill",1.55789,4339,1350,1331,"35535","35","3519038","3519","0.33899999999999997",1200,49.8,80,0,1203,600990,835,1499,631204,1014
"668","5350422.02","CT","Richmond Hill",1.87301,5182,2079,1937,"35535","35","3519038","3519","0.175",1295,66.3,620,30.4,1504,379953,850,1366,386773,870
"669","5350422.03","CT","Richmond Hill",3.5712,6955,2004,1990,"35535","35","3519038","3519","0.24",1950,79.5,40,0,1886,519474,1675,1812,550351,1283
"670","5350422.04","CT","Richmond Hill",0.85971,4189,1166,1165,"35535","35","3519038","3519","0.243",1145,64.2,0,0,1490,598746,0,1618,594515,0
"671","5350422.05","CT","Richmond Hill",1.57831,7332,2044,2027,"35535","35","3519038","3519","0.133",1960,69.2,60,0,1722,598394,950,1718,595450,1025
"672","5350422.06","CT","Richmond Hill",1.83804,5332,2337,2238,"35535","35","3519038","3519","0.20800000000000002",1305,51,930,55.1,1173,448946,745,1279,450335,834
"673","5350423.01","CT","Richmond Hill",1.73845,3810,1370,1330,"35535","35","3519038","3519","0.312",1105,42.1,270,13,880,600066,1051,1436,624306,1015
"674","5350423.02","CT","Richmond Hill",2.6846,7523,2578,2532,"35535","35","3519038","3519","0.221",1920,49.1,610,8.9,1113,648114,1069,1541,649923,1131
"675","5350424.04","CT","Richmond Hill",1.36691,2597,722,711,"35535","35","3519038","3519","0.295",735,55.5,30,0,1415,501324,2096,1545,518697,1514
"676","5350424.05","CT","Richmond Hill",2.27776,8790,2335,2297,"35535","35","3519038","3519","0.209",1880,63.3,420,38.6,1746,552139,973,1650,548282,1049
"677","5350424.07","CT","Richmond Hill",2.1099,6858,2125,1977,"35535","35","3519038","3519","0.3",1920,75.8,55,0,2024,571840,1530,1978,567456,1419
"678","5350424.08","CT","Richmond Hill",2.32515,7398,2086,2053,"35535","35","3519038","3519","0.233",1990,66,65,0,1800,600840,901,1746,629386,944
"679","5350424.09","CT","Richmond Hill",2.12454,2986,1004,970,"35535","35","3519038","3519","0.385",720,69.4,260,0,1780,599784,1503,1725,611018,1559
"680","5350424.10","CT","Richmond Hill",2.75196,6135,1787,1766,"35535","35","3519038","3519","0.271",1720,73,35,0,1838,552328,1964,1727,559731,1951
